    INFO: 2026-07-28 11:04:19,722:               log.py:   20: Logging to D:\EADL-2025-IMIE\Usine Logiciel\xtreme-programming\mdpdf.log
   DEBUG: 2026-07-28 11:04:20,355:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,356:      pdf_renderer.py:  470: printSegment: | F-04 | Meme action que F-03 sur 
   DEBUG: 2026-07-28 11:04:20,357:      pdf_renderer.py:  470: printSegment: alert-service
   DEBUG: 2026-07-28 11:04:20,359:      pdf_renderer.py:  470: printSegment:  | Upgrade + mitigation |
   DEBUG: 2026-07-28 11:04:20,360:      pdf_renderer.py:  470: printSegment: Dev backend + Ops | 7 jours |
   DEBUG: 2026-07-28 11:04:20,361:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,362:      pdf_renderer.py:  470: printSegment: | F-05 | Remplacer 
   DEBUG: 2026-07-28 11:04:20,363:      pdf_renderer.py:  470: printSegment: urllib.request.urlopen
   DEBUG: 2026-07-28 11:04:20,363:      pdf_renderer.py:  470: printSegment:  par 
   DEBUG: 2026-07-28 11:04:20,364:      pdf_renderer.py:  470: printSegment: httpx
   DEBUG: 2026-07-28 11:04:20,365:      pdf_renderer.py:  470: printSegment:  ou verrouiller
   DEBUG: 2026-07-28 11:04:20,366:      pdf_renderer.py:  470: printSegment: strictement l
   DEBUG: 2026-07-28 11:04:20,367:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,370:      pdf_renderer.py:  470: printSegment: host, le schema et le timeout; documenter le flux sortant autorise | Patch / mitigation | Dev backend
   DEBUG: 2026-07-28 11:04:20,371:      pdf_renderer.py:  470: printSegment: IoT | 14 jours |
   DEBUG: 2026-07-28 11:04:20,371:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,373:      pdf_renderer.py:  470: printSegment: | F-06 | Remplacer 
   DEBUG: 2026-07-28 11:04:20,374:      pdf_renderer.py:  470: printSegment: pass
   DEBUG: 2026-07-28 11:04:20,375:      pdf_renderer.py:  470: printSegment:  par une journalisation explicite de l
   DEBUG: 2026-07-28 11:04:20,377:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,381:      pdf_renderer.py:  470: printSegment: erreur de fermeture ou une
   DEBUG: 2026-07-28 11:04:20,382:      pdf_renderer.py:  470: printSegment: exception controlee | Patch | Dev backend Alert | 14 jours |
   DEBUG: 2026-07-28 11:04:20,383:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,385:      pdf_renderer.py:  470: printSegment: | F-07 | Accepter le risque si le module reste limite a
   DEBUG: 2026-07-28 11:04:20,386:      pdf_renderer.py:  470: printSegment: la simulation, sinon remplacer par 
   DEBUG: 2026-07-28 11:04:20,387:      pdf_renderer.py:  470: printSegment: secrets
   DEBUG: 2026-07-28 11:04:20,390:      pdf_renderer.py:  470: printSegment:  si reutilisation securitaire future | Acceptation / patch | Dev
   DEBUG: 2026-07-28 11:04:20,391:      pdf_renderer.py:  470: printSegment: backend IoT | 30 jours |
   DEBUG: 2026-07-28 11:04:20,393:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-07-28 11:04:20,396:      pdf_renderer.py:  470: printSegment: | F-08 | Meme action que F-07 | Acceptation / patch | Dev backend IoT | 30 jours |
   DEBUG: 2026-07-28 11:04:20,397:      pdf_renderer.py:  470: printSegment: 8. Resultat du secret scan
   DEBUG: 2026-07-28 11:04:20,398:      pdf_renderer.py:  470: printSegment: Le scan 
   DEBUG: 2026-07-28 11:04:20,398:      pdf_renderer.py:  470: printSegment: Gitleaks
   DEBUG: 2026-07-28 11:04:20,399:      pdf_renderer.py:  470: printSegment:  sur le depot Git ne remonte 
   DEBUG: 2026-07-28 11:04:20,400:      pdf_renderer.py:  470: printSegment: aucun secret confirme
   DEBUG: 2026-07-28 11:04:20,401:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-07-28 11:04:20,401:      pdf_renderer.py:  470: printSegment: Un premier scan brut du filesystem remontait 7 resultats, mais ils provenaient tous de dossiers 
   DEBUG: 2026-07-28 11:04:20,403:      pdf_renderer.py:  470: printSegment: .venv
   DEBUG: 2026-07-28 11:04:20,407:      pdf_renderer.py:  470: printSegment:  locaux et
   DEBUG: 2026-07-28 11:04:20,408:      pdf_renderer.py:  470: printSegment: correspondaient a des faux positifs. Ils ne doivent pas etre inclus dans le rapport executif.
   DEBUG: 2026-07-28 11:04:20,408:      pdf_renderer.py:  470: printSegment: 9. Conclusion
   DEBUG: 2026-07-28 11:04:20,409:      pdf_renderer.py:  470: printSegment: L
   DEBUG: 2026-07-28 11:04:20,410:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,414:      pdf_renderer.py:  470: printSegment: audit initial UrbanHub ne revele pas de secret expose dans le depot, mais il met en evidence une dette de mise
   DEBUG: 2026-07-28 11:04:20,415:      pdf_renderer.py:  470: printSegment: a jour de dependances autour de 
   DEBUG: 2026-07-28 11:04:20,415:      pdf_renderer.py:  470: printSegment: Starlette
   DEBUG: 2026-07-28 11:04:20,416:      pdf_renderer.py:  470: printSegment: , ainsi qu
   DEBUG: 2026-07-28 11:04:20,416:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,417:      pdf_renderer.py:  470: printSegment: un petit nombre de points de code a corriger ou justifier.
   DEBUG: 2026-07-28 11:04:20,418:      pdf_renderer.py:  470: printSegment: La priorite RSSI doit etre:
   DEBUG: 2026-07-28 11:04:20,419:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-07-28 11:04:20,419:      pdf_renderer.py:  470: printSegment: corriger les CVE 
   DEBUG: 2026-07-28 11:04:20,420:      pdf_renderer.py:  470: printSegment: Starlette
   DEBUG: 2026-07-28 11:04:20,420:      pdf_renderer.py:  470: printSegment: ;
   DEBUG: 2026-07-28 11:04:20,421:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-07-28 11:04:20,421:      pdf_renderer.py:  470: printSegment: encadrer l
   DEBUG: 2026-07-28 11:04:20,423:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,423:      pdf_renderer.py:  470: printSegment: appel sortant dans 
   DEBUG: 2026-07-28 11:04:20,424:      pdf_renderer.py:  470: printSegment: hubeau_qualite_client.py
   DEBUG: 2026-07-28 11:04:20,425:      pdf_renderer.py:  470: printSegment: ;
   DEBUG: 2026-07-28 11:04:20,425:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-07-28 11:04:20,426:      pdf_renderer.py:  470: printSegment: nettoyer les exceptions silencieuses;
   DEBUG: 2026-07-28 11:04:20,427:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2026-07-28 11:04:20,428:      pdf_renderer.py:  470: printSegment: documenter l
   DEBUG: 2026-07-28 11:04:20,429:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,430:      pdf_renderer.py:  470: printSegment: acceptation des findings lies a la simulation.
   DEBUG: 2026-07-28 11:04:20,431:      pdf_renderer.py:  470: printSegment: 10. Finalisation du rendu
   DEBUG: 2026-07-28 11:04:20,431:      pdf_renderer.py:  470: printSegment: Actions recommandees avant depot:
   DEBUG: 2026-07-28 11:04:20,432:      pdf_renderer.py:  470: printSegment:  1 
   DEBUG: 2026-07-28 11:04:20,433:      pdf_renderer.py:  470: printSegment: Joindre le rapport PDF 
   DEBUG: 2026-07-28 11:04:20,433:      pdf_renderer.py:  470: printSegment: evidence/urbanhub-audit-report.pdf
   DEBUG: 2026-07-28 11:04:20,434:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-07-28 11:04:20,434:      pdf_renderer.py:  470: printSegment:  2 
   DEBUG: 2026-07-28 11:04:20,435:      pdf_renderer.py:  470: printSegment: Joindre le dossier 
   DEBUG: 2026-07-28 11:04:20,436:      pdf_renderer.py:  470: printSegment: evidence/
   DEBUG: 2026-07-28 11:04:20,437:      pdf_renderer.py:  470: printSegment:  avec les sorties 
   DEBUG: 2026-07-28 11:04:20,438:      pdf_renderer.py:  470: printSegment: JSON
   DEBUG: 2026-07-28 11:04:20,439:      pdf_renderer.py:  470: printSegment:  et 
   DEBUG: 2026-07-28 11:04:20,439:      pdf_renderer.py:  470: printSegment: SARIF
   DEBUG: 2026-07-28 11:04:20,440:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-07-28 11:04:20,441:      pdf_renderer.py:  470: printSegment:  3 
   DEBUG: 2026-07-28 11:04:20,441:      pdf_renderer.py:  470: printSegment: Ajouter 3 captures d
   DEBUG: 2026-07-28 11:04:20,443:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,444:      pdf_renderer.py:  470: printSegment: ecran lisibles:
   DEBUG: 2026-07-28 11:04:20,446:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,447:      pdf_renderer.py:  470: printSegment: evidence/logs-bandit.txt
   DEBUG: 2026-07-28 11:04:20,448:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,449:      pdf_renderer.py:  470: printSegment: evidence/logs-trivy.txt
   DEBUG: 2026-07-28 11:04:20,450:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-07-28 11:04:20,450:      pdf_renderer.py:  470: printSegment: evidence/logs-gitleaks.txt
   DEBUG: 2026-07-28 11:04:20,451:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2026-07-28 11:04:20,452:      pdf_renderer.py:  470: printSegment: Si l
   DEBUG: 2026-07-28 11:04:20,453:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,453:      pdf_renderer.py:  470: printSegment: enseignant exige strictement un 
   DEBUG: 2026-07-28 11:04:20,454:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-07-28 11:04:20,455:      pdf_renderer.py:  470: printSegment: top 10
   DEBUG: 2026-07-28 11:04:20,455:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-07-28 11:04:20,456:      pdf_renderer.py:  470: printSegment: , preciser qu
   DEBUG: 2026-07-28 11:04:20,457:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,457:      pdf_renderer.py:  470: printSegment: il n
   DEBUG: 2026-07-28 11:04:20,458:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-07-28 11:04:20,459:      pdf_renderer.py:  470: printSegment: y a que 
   DEBUG: 2026-07-28 11:04:20,460:      pdf_renderer.py:  470: printSegment: 8 findings confirmes
   DEBUG: 2026-07-28 11:04:20,461:      pdf_renderer.py:  470: printSegment:  sur le
   DEBUG: 2026-07-28 11:04:20,463:      pdf_renderer.py:  470: printSegment: perimetre scanne.
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 0, [1, 'TP2 - Rapport d', 1, 68.0]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 1, [2, '1. Contexte et perimetre', 1, 106.0]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 2, [2, '2. Justification du combo d', 1, 349.6]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 3, [3, 'Choix retenu', 1, 382.8]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 4, [3, 'Justification par matrice de decision', 1, 459.59999999999997]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 5, [3, 'Pourquoi ce trio est adapte a UrbanHub', 1, 590.4]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 6, [2, '3. Execution effective', 1, 745.5999999999999]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 7, [3, 'Methode recommandee (sortie ordonnee)', 2, 72.0]
   DEBUG: 2026-07-28 11:04:20,483:      pdf_renderer.py:   53: 8, [3, 'Commandes executees', 2, 226.8]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 9, [3, 'Fichiers de preuve generes', 2, 537.6]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 10, [2, '4. Synthese executive', 2, 650.8]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 11, [3, 'Niveau de risque global', 2, 683.9999999999999]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 12, [3, 'Chiffres cles', 3, 104.4]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 13, [2, '5. Top findings priorises', 3, 181.60000000000002]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 14, [3, 'Vue d', 3, 214.80000000000004]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 15, [3, 'Detail des findings', 3, 321.6]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 16, [2, '6. Analyse contextuelle des findings', 4, 500.79999999999995]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 17, [3, 'F-01 / F-02 - Starlette ', 4, 533.9999999999999]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 18, [3, 'F-03 / F-04 - Starlette ', 4, 634.7999999999998]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 19, [3, 'F-05 - Appel externe via ', 4, 711.5999999999998]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 20, [3, 'F-06 - Exception masquee', 5, 230.4]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 21, [3, 'F-07 / F-08 - Usage de ', 5, 397.2]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 22, [2, '7. Plan de remediations', 5, 600.3999999999999]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 23, [2, '8. Resultat du secret scan', 6, 70.0]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 24, [2, '9. Conclusion', 6, 151.60000000000002]
   DEBUG: 2026-07-28 11:04:20,484:      pdf_renderer.py:   53: 25, [2, '10. Finalisation du rendu', 6, 293.20000000000005]
